series_id,baseline_rmsse,global_rmsse,tft_rmsse,tft_vs_global_gain,best_model,tft_beats_global
FOODS_3_329_CA_3,3.2669160759858946,1.0852098718328171,0.853483375629762,0.2317264962030552,TFT,True
FOODS_3_329_TX_2,3.558537621342645,0.932987066995652,0.9419369264585775,-0.00894985946292548,Global,False
FOODS_3_329_WI_2,2.521150731132499,0.7126145224984765,0.705933881252884,0.0066806412455924225,TFT,True
FOODS_3_329_WI_3,2.562262306240448,0.9383379508517032,0.797928443342476,0.1404095075092272,TFT,True
FOODS_3_348_CA_3,1.0540875450812248,0.765563596921992,1.067439120560049,-0.30187552363805703,Global,False
FOODS_3_351_CA_1,1.5301012917472494,0.5550202525594484,0.5364525399392904,0.018567712620157995,TFT,True
FOODS_3_362_CA_1,3.473471139138234,0.8450402922505986,1.1028550484007575,-0.2578147561501589,Global,False
FOODS_3_362_CA_3,3.212411183994449,1.1568716687075706,0.9444209431927533,0.21245072551481736,TFT,True
FOODS_3_362_TX_2,2.755105484308769,0.8996965008042889,1.1456684164981865,-0.24597191569389765,Global,False
FOODS_3_376_CA_1,1.320355895272714,0.2127746201744757,0.21149182510013595,0.0012827950743397598,TFT,True
FOODS_3_376_CA_3,0.8653461595749851,0.3617158534899102,0.26579128072605773,0.09592457276385247,TFT,True
FOODS_3_376_TX_1,1.0447201891734617,0.286323002547417,0.2915871003580586,-0.0052640978106416325,Global,False
FOODS_3_376_TX_2,1.085525422099578,0.3660396325784368,0.3747094733012565,-0.008669840722819677,Global,False
FOODS_3_376_TX_3,1.175550130764624,0.5857212690060486,0.6568258246276855,-0.07110455562163687,Global,False
FOODS_3_376_WI_2,1.2442885631300238,0.9546673688484888,0.7553752040559933,0.19929216479249545,TFT,True
FOODS_3_376_WI_3,1.1540201520609568,0.8432833443708312,0.6587681571479358,0.1845151872228954,TFT,True
FOODS_3_377_CA_1,1.0350723906565888,0.833820396350208,0.8085595400950837,0.02526085625512431,TFT,True
FOODS_3_377_CA_3,0.9981029657113564,0.6186245754779238,0.6367923801907035,-0.018167804712779678,Global,False
FOODS_3_377_TX_1,1.6011929627343429,0.977396734946898,0.944890149549056,0.032506585397842014,TFT,True
FOODS_3_377_TX_2,0.996270440078486,0.6711551937156528,0.7111362039434654,-0.03998101022781264,Global,False
FOODS_3_377_TX_3,1.2015912906215245,0.7938376941227752,1.015457169293119,-0.22161947517034375,Global,False
FOODS_3_377_WI_3,1.0971058732244072,0.3750582519809504,0.3864203194057258,-0.011362067424775413,Global,False
FOODS_3_389_CA_1,0.943148838303969,0.587085033474751,0.6842920508820738,-0.09720701740732274,Global,False
FOODS_3_389_CA_3,1.2382619121322476,0.6056266324646077,0.669550247570352,-0.06392361510574429,Global,False
FOODS_3_389_TX_2,1.5700243882035338,0.8606836283585375,0.9746098855553849,-0.11392625719684735,Global,False
FOODS_3_389_WI_3,1.090931605420318,0.5094870362628725,0.5603316066671813,-0.050844570404308786,Global,False
FOODS_3_403_CA_3,2.7914369806890447,0.758483825556213,0.7890154520041222,-0.030531626447909188,Global,False
FOODS_3_404_CA_3,1.5358263587587242,0.6567206744153415,0.43371675564517903,0.2230039187701625,TFT,True
FOODS_3_404_TX_2,1.162192599249073,0.5279892817441307,0.45249006086097066,0.07549922088316008,TFT,True
FOODS_3_406_CA_1,1.55976161570144,1.1353774473990728,1.3161863724235225,-0.18080892502444978,Global,False
FOODS_3_406_CA_3,1.2993276914590488,0.6904550332387356,0.7025746896249047,-0.012119656386169075,Global,False
FOODS_3_406_TX_2,0.8865762209367254,0.697733878587511,0.5450516172826239,0.15268226130488716,TFT,True
FOODS_3_412_CA_3,0.9551300056263198,0.4603423755082324,0.4234786241774218,0.0368637513308106,TFT,True
FOODS_3_412_WI_2,1.4091019624490155,1.421410088582986,0.7918307252852222,0.6295793632977637,TFT,True
FOODS_3_412_WI_3,0.8197084216995077,0.714191176856478,0.6487791333007491,0.06541204355572894,TFT,True
FOODS_3_435_WI_1,1.902050506393692,0.556702447484583,0.5643828023994979,-0.007680354914914922,Global,False
FOODS_3_435_WI_2,1.91340057301152,0.9431189169698156,0.5726627993813287,0.37045611758848696,TFT,True
FOODS_3_435_WI_3,1.854850307043846,0.4620817295885157,0.32216886216593577,0.1399128674225799,TFT,True
FOODS_3_444_TX_2,3.28197410074595,0.4526559725470891,0.7854520303567979,-0.3327960578097088,Global,False
FOODS_3_444_WI_2,2.663013701589693,0.7312864908073801,0.5911225903872142,0.1401639004201659,TFT,True
FOODS_3_454_CA_3,1.1444075829895344,0.5166828465962384,0.3797348716407349,0.13694797495550354,TFT,True
FOODS_3_454_WI_2,1.32715887836641,1.0410710483609291,0.790142421447373,0.2509286269135561,TFT,True
FOODS_3_455_CA_1,2.8448424932424463,0.3345069168752412,0.32501532795268223,0.009491588922558969,TFT,True
FOODS_3_455_CA_3,2.8224517384724077,0.520309743870023,0.4927276145078047,0.02758212936221832,TFT,True
FOODS_3_455_TX_1,2.9947182255821776,0.6880548567334273,0.6459190126854228,0.04213584404800441,TFT,True
FOODS_3_455_TX_2,2.3945674873649474,0.4467508857655172,0.4214047234536519,0.025346162311865317,TFT,True
